text,sentiment,labels,ca_related,day,filter_type
CNBC's Jim Cramer DEMANDS Biden Impose Nationwide Vaccine Mandate in Epic Rant https://t.co/l0aD7LpBoy via @mediaite.  @Timcast @Lukewearechange this poor guy @jimcramer used to be fighting for the little guy now he is just a propagandist. Shame on you Jim.,neg,covid-controversy,non-ca,30_nov,keyword
Austin won't exempt Oklahoma National Guard from vaccine mandate https://t.co/91wsaPtnEF #news #topstories #berkleybearnews,neg,pandemic-legal,non-ca,30_nov,keyword
"#AMAY |  #Omicron, found in #Europe 11 days ago, jolts markets on vaccine fears

https://t.co/KvpLwLL3Ek https://t.co/Kx2ZV1UiXy",neg,covid-new-variant,non-ca,30_nov,keyword
"Covid 19 Delta outbreak: Lone Star New Lynn ignores vaccine mandate, invites unvaccinated to apply for work - NZ Herald https://t.co/qv689vaJfg",neg,covid-controversy,na,30_nov,keyword
"MultiMillion deals were signed to produce the vaccine here at home and you think they will not make vaccines mandatory. It will happen, and you will be vaccinated by force.",neg,pandemic-logistics,na,30_nov,keyword
The pandemic will continue to rage as long as the WTO keeps bickering over vaccine rules https://t.co/xjGGaTpKIm,neg,covid-controversy,na,30_nov,keyword
"Doamne ferește!
""At publishing time Pope Francis had received an initial dose of the vaccine and had to be strapped down in a bed for an exorcism before the second dose. "" https://t.co/JuAws9sKEt",neg,covid-controversy,na,30_nov,keyword
Calgary Doctor's Office Raided By Regulators Searching For Vaccine Exemption Files https://t.co/i8W45HyfFo,neg,pandemic-legal,ca,30_nov,keyword
"I remember when this Captain America line used to be a left leaning position. Now look at them... worshiping Fauci, making songs about vaccine mandates, threatening to loot and pillage if they don't get their way... You are not ""#RESIST"" anymore. You are the status quo. https://t.co/N9F3ywDCyj",neg,covid-controversy,na,30_nov,keyword
"U.S. District Judge Matthew T. Schelp on Monday ordered a preliminary injunction against the @JoeBiden administration's #COVID19 vaccination mandates for health care workers in facilities in 10 states that accept Medicare and Medicaid funding.

https://t.co/COpoX6Ob1b",neg,pandemic-legal,non-ca,30_nov,keyword
Why do i feel that this Variant Business is pure for enforcing mandatory Vaccine Mandates using fear psychosis on public it seems.,neg,covid-controversy,na,30_nov,keyword
Who should we blame Antonio? Vaccine monopoly and the unethical business model companies like Pfizer/BioNTech and Moderna are using to gain profit should be heavily scrutinized and regulated. https://t.co/Tv1TOt3VSY,neg,pandemic-legal,na,30_nov,keyword
"J.D. Vance: Shut Down Federal Government Until Vaccine Mandates End https://t.co/YKc4bhuSXL

Also Shut-Down Government until ALL the ILLEGALS Biden allowed into U.S., are DEPORTED, and we Finish Building the Wall.",neg,pandemic-legal,non-ca,30_nov,keyword
Pediatric group pushing for kids to get vaccine for Sars-cov-2?  What? This group clearly cannot do the math. But the shame is that children will be injured and some will die from the experimental mRNA injections. These Doctors are complicit with the mayhem and loss that results https://t.co/AUFuPKPoGn,neg,covid-controversy,na,30_nov,keyword
"The vaccinated still have to wear masks, still have to do everything unvaccinated are doing but they told you the vaccine is your pass to freedom 🤣🤣🤣",neg,pandemic-logistics,na,30_nov,keyword
"COVID-19 Update: Unvaccinated travellers barred from planes, trains | Moderna CEO warns vaccine less effective against Omicron https://t.co/dqxepKrMkN https://t.co/x6bZ9uZ4Of",neg,vax-efficiency,na,30_nov,keyword
Centers for Medicare &amp; Medicaid Barred From Enforcing Mandatory COVID-19 Vaccine Rule in 10 States https://t.co/9HRkdSLTeb | by @jacksonlewispc,neg,pandemic-legal,na,30_nov,keyword
"Judge Blocks Vaccine Mandate for Health Workers in Missouri, Becomes 10th State To Block Requirement https://t.co/5k3tjhzvHw",neg,pandemic-legal,non-ca,30_nov,keyword
"'Quite contagious' Omicron variant will be here soon, Nashville doctor says  https://t.co/DYA5PJ7A2a",neg,covid-new-variant,na,30_nov,keyword
Moderna CEO Says COVID-19 Vaccine Likely Less Effective Against Omicron https://t.co/PqIEIwNXv8 via @dailycaller,neg,vax-efficiency,na,30_nov,keyword
"President @JoeBiden needs to throw away his OSHA vehicle to impose vax mandates and go straight to an executive order.

Supreme Court shuts down request to let Massachusetts hospital staff sidestep vaccine mandate https://t.co/ZCyf46Ngvg via @businessinsider",neg,pandemic-legal,non-ca,30_nov,keyword
"Forbes wrote an article today titled ""Yes, the vaccines change your DNA. A tiny bit. That's a good thing"". Then changed the title to cover up what they initially posted after it started getting shared online. 🤡

Proof 1: https://t.co/9IizTdbv9m
Proof2:https://t.co/nOAC6AMIPi",neg,vax-efficiency,na,30_nov,keyword
Stephanie Gard: 3rd Equestrian Athlete Severely Injured After Receiving Pfizer COVID Vaccine https://t.co/zkVRFR4W4J,neg,vax-efficiency,na,30_nov,keyword
Biden's vaccine mandate for health care workers suffers loss in federal court; judge slams 'federalism-altering' policy https://t.co/SosAdvjSVM,neg,pandemic-legal,non-ca,30_nov,keyword
Nearly 8 billion doses of the COVID-19 vaccine have been given globally. But the vaccine equity gap continues to grow. Only 6% of people in low-income countries have gotten even a single dose. Fewer than 1 in 10 people living on the African continent have been fully vaccinated. https://t.co/rr8lrDuEEi,neg,pandemic-logistics,non-ca,30_nov,keyword
"What a fluck ass day. System issues, had to relocate, tore my house apart looking for my vaccine card, and to top it off my ass was sitting on the floor and a damn speaker fell off the bookshelf onto my head! I think I saw stars!! 🤕 https://t.co/mriNVqJYf7",neg,pandemic-logistics,na,30_nov,keyword
How is Covid going up when everybody is vaccinated like it’s a whole new strain of   Covid but it’s a 100 dosages of the vaccine shot smh  Americans are dumb,neg,vax-efficiency,na,30_nov,keyword
So @Douglas4Moray calls for the mass vaccine centres we had at start of programme. Does he have an idea where the staff will come from. Original centres were staffed by GP's and practice nurses because the surgeries were locked down. All those folk are now back treating patients.,neg,pandemic-logistics,na,30_nov,keyword
"EU could approve shot against Omicron in 3-4 months https://t.co/hDIotOo3br via @YouTube

So after you’re fully vaccinated, and boosted, go and get your new vaccine. Probably need 3 of those as well, maybe 4. You only need to be reborn once. Save your soul. Walk in the light.",neg,covid-new-variant,na,30_nov,keyword
After having covid and two jabs and still wanting people to Wear masks etc. No chance I would of had the vaccine if I had known i was still going to have to stick by the silly rules,neg,covid-controversy,na,30_nov,keyword
"Right heres one.

Why are we being told to get the booster to defeat omnicron

When we dont even know yet the vaccine works against it?

Genuine question",neg,covid-new-variant,na,30_nov,keyword
"Why is the CDC telling me to get a booster of the current vaccine because of a new SARS-CoV2 variant, when it may not be very protective against Omicron which only causes mild symptoms?",neg,covid-controversy,na,30_nov,keyword
"This vaccine they are promoting is like a micro razor blade, cutting everything that your blood system touches, creating blood clots and slowly destroying your health, but take a couple more boosters, if you think it's better than catching a cold called corona",neg,vax-efficiency,na,30_nov,keyword
"“This is a communist takeover of the U.S. by a small minority at the top who have rigged elections and are now busy hijacking the country, as if they have some powerful mandate”https://t.co/o2wEgLXrYT",neg,covid-controversy,non-ca,30_nov,keyword
"White House Quietly Delays Vaccine Mandate As Another Federal Judge Objects
https://t.co/jDcfKsoWgt",neg,pandemic-legal,non-ca,30_nov,keyword
"It's mild and vaccine resistant!  yet Biden keeps telling us ti go get a booster, it's not working!!!!  https://t.co/2tfUcmt13T",neg,vax-efficiency,non-ca,30_nov,keyword
"NURSING STUDENT who was/is totally vaxxed— has had covid three times—EACH WITH WORSE SYMPTOMS—the last time she was hospitalized ...REAL vaccine gives immunity, so what is this shot? It's not giving immunity, NOR IS IT LESSENING SEVERITY. IT'S OBVIOUSLY NOT WHAT THEY CLAIM.",neg,vax-efficiency,na,30_nov,keyword
"i was saying months ago that leaky vaccines will cause mutations that create variants that are vaccine resistant, now look.",neg,vax-efficiency,na,30_nov,keyword
If I hear one more time that the omnicron variant has not as bad effects as even normal covid but then the article proceeds to talk about rush to new vaccine/ more lockdowns i will lose my mind.,neg,covid-new-variant,na,30_nov,keyword
"The ""booster"" needs a booster 🙄
I think the ""vaccine"" needs a vaccine. 🤦🏽‍♀️ https://t.co/ot6w2CgRZT",neg,covid-controversy,na,30_nov,keyword
"Pfizer wouldn't try to get America ADDICTED to a vaccine, would they?

Not like they havn't done anything like that before.

It's actually their job.
One time use is no good for profits.",neg,covid-controversy,na,30_nov,keyword
"if I hadn’t gotten the vaccine, I would have ended up in the hospital with covid",pos,covid-controversy,na,30_nov,keyword
"If you ain’t vaccine stay away , fuck all sick an shit",neg,covid-controversy,na,30_nov,keyword
"With the new variant, even the natural immunity is not enough and it is important for everyone to get their vaccine and booster jab.
#BoosterJab",pos,covid-new-variant,na,30_nov,keyword
2 Vaccine Stocks to Buy on Concerns About the Omicron Covid Variant https://t.co/TTle1F3Ri6 https://t.co/x7H1QGy4fL,pos,covid-new-variant,na,30_nov,keyword
this woman walked in openly talking about trying to finesse her way out of getting a vaccine like there’s no way youre really thinking about dropping 200 on something that’s literally free,neg,covid-controversy,na,30_nov,keyword
"▪️Is the COVID-19 vaccine safe for kids?
▪️Is it effective?▪️What are the benefits?▪️What are the side effects?▪️Can you get a flu shot and COVID shot before the holiday?Important questions answered @HealthyDebate https://t.co/5ygPSYUPBM",neg,vax-efficiency,na,30_nov,keyword
Vaccines specially adapted for the new Omicron coronavirus variant could be approved in three to four months if they are needed. https://t.co/wIKTosURp6 https://t.co/CSa08xoe3j,pos,covid-new-variant,na,30_nov,keyword
"Adar Poonawalla said that if the government announces booster dose, his company has enough doses in stock.
https://t.co/bECfSi3iDO",neg,pandemic-logistics,na,30_nov,keyword
CNBC host Jim Cramer expressed outrage at Americans who have refused to get vaccinated against the coronavirus and suggested the White House consider creating a universal vaccine mandate for all... https://t.co/26IzWQSp66,neg,pandemic-logistics,non-ca,30_nov,keyword
The question as to whether vaccine enhanced replication in the virus is occurring has not yet been determined but is certainly a more plausible conclusion as to why Omicron is here than blaming the unvaxxed. The latest scientific research seems to suggest this possibility.,neg,covid-new-variant,na,30_nov,keyword
"With Omicron on the horizon, Mozambique delivers Covid vaccines to the last mile. By me and Emídio Josine for @EveningStandard
https://t.co/lsiaIOJ9x1",pos,covid-new-variant,na,30_nov,keyword
"Pfizer said it can tweak their vaccine in 100 days. That is over 3 months Covaxin can be tweaked in 15 days and is safer, better least effects will handle future variants.",neg,pandemic-logistics,na,30_nov,keyword
"Biden Admin Delays Federal Vaccine Enforcement Until New Year https://t.co/tgWpqgZGRB
 Download our app to read more at https://t.co/SY3fy5wgCR",neut,pandemic-legal,non-ca,30_nov,keyword
"G'day! It's Wednesday the 1st of December 🎉🎅🎁🎄.
It's Day  1️⃣0️⃣6️⃣ of Auckland's lockdown.If you're not yet vaccinated, head today to your nearest vaccine clinic - no booking needed.If your 1st dose was on/before 9 Nov, you can go get your 2nd dose from today.#covid19nz",pos,pandemic-logistics,non-ca,30_nov,keyword
Bravo!  I wouldn’t want to go to the hospital wondering if the person who is taking care of me can infect me with Covid. I could go in for something only to end up dying from Covid. Get the bloody vaccine and shut the f\_\ up. https://t.co/4CHM0pqJYc,pos,covid-controversy,na,30_nov,keyword
"Rite Aid has walk-in availability for COVID vaccines  boosters, 2-3 pm daily. Hoping this offer is not geotargeted to limited markets. Yes, I suck at drawing lines with a mouse.
https://t.co/dOwLqVkKMW https://t.co/OeJke6Vjyb",pos,pandemic-logistics,na,30_nov,keyword
